,Compound,SMILES,Electrical Conductivity (S/m),Electrical Conductivity Error (S/m),Viscosity (Pa*s),Viscosity Error (Pa*s),Density (kg/m^3),Density Error (kg/m^3),Cation SMILES,Anion SMILES,Cation radii using Mordred McGowan volume,Anion radii using Mordred McGowan volume,Cation radii using RDKit DCLV van der Waals volume,Anion radii using RDKit DCLV van der Waals volume,Cation radii using RDKit computeMolVolume,Anion radii using RDKit computeMolVolume,Cation radii using RDKit DCLV van der Waals volume & surface area,Anion radii using RDKit DCLV van der Waals volume & surface area,Cation Family,Longest Alkyl Chain
842,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.039,0.021,0.03105,0.00065,1528.48,0.7,CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.8587238220651087e-10,3.004526117135466e-10,3.041671189141838e-10,3.2304203853093555e-10,3.0191761549493613e-10,3.3342184759480853e-10,2.580468501689794e-10,2.27392968163444e-10,pyridinium,2
843,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.182,0.024,0.02594,0.00054,1523.55,0.7,CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.8587238220651087e-10,3.004526117135466e-10,3.0421067922547937e-10,3.228019841085203e-10,3.0191761549493613e-10,3.3355350593415084e-10,2.5791929446144585e-10,2.304639204392124e-10,pyridinium,2
844,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.351,0.027,0.0221,0.00046,1518.63,0.69,CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.8587238220651087e-10,3.004526117135466e-10,3.041934928677148e-10,3.230369701521545e-10,3.0191761549493613e-10,3.338850532269234e-10,2.580701163187566e-10,2.3025893328761567e-10,pyridinium,2
845,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.528,0.031,0.01913,0.0004,1513.73,0.69,CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.8587238220651087e-10,3.004526117135466e-10,3.041416801049822e-10,3.2275557184523413e-10,3.0207118501047875e-10,3.338507857608617e-10,2.57916817038878e-10,2.3048756383983047e-10,pyridinium,2
846,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.709,0.034,0.01655,0.00035,1508.86,0.69,CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.8587238220651087e-10,3.004526117135466e-10,3.041929827103915e-10,3.2292570965730513e-10,3.0191761549493613e-10,3.3363359493311377e-10,2.579099977131011e-10,2.3076933252879038e-10,pyridinium,2
847,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1.904,0.038,0.01446,0.0003,1504.0,0.68,CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.8587238220651087e-10,3.004526117135466e-10,3.0406977566360456e-10,3.2285916454753077e-10,3.019595135825533e-10,3.3336457239397114e-10,2.5811917870074343e-10,2.3036407394168918e-10,pyridinium,2
848,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide,CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.11,0.042,0.013,0.00027,1499.16,0.68,CC[n+]1ccccc1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.8587238220651087e-10,3.004526117135466e-10,3.041392257710981e-10,3.2292740028701677e-10,3.019595135825533e-10,3.3361071628567207e-10,2.578579847045101e-10,2.2748134119898248e-10,pyridinium,2
862,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.224,0.005,0.168,0.014,1732.93,0.46,CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.860572743594244e-10,3.3250739096038247e-10,3.0476632886140715e-10,3.731934033623975e-10,3.040948478607929e-10,3.81327181916512e-10,2.4950819291371667e-10,2.641649807354887e-10,imidazolium,2
863,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.362,0.007,0.0965,0.005,1720.83,0.45,CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.860572743594244e-10,3.3250739096038247e-10,3.047937306963003e-10,3.7584323511075913e-10,3.0406730802656686e-10,3.808888693864997e-10,2.493745303528233e-10,2.505720877668449e-10,imidazolium,2
864,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.539,0.011,0.0605,0.002,1708.84,0.45,CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.860572743594244e-10,3.3250739096038247e-10,3.0479782941277727e-10,3.7528532077928716e-10,3.039708792992115e-10,3.804275529122319e-10,2.4957101819243613e-10,2.4416855425896867e-10,imidazolium,2
865,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.757,0.015,0.0408,0.0014,1696.96,0.44,CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.860572743594244e-10,3.3250739096038247e-10,3.0473722364348875e-10,3.753304899324084e-10,3.04053536238513e-10,3.8174264755560336e-10,2.493361859597035e-10,2.531126990516362e-10,imidazolium,2
866,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1.018,0.02,0.02898,0.00098,1685.16,0.44,CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.860572743594244e-10,3.3250739096038247e-10,3.04728688513181e-10,3.737306441515438e-10,3.0410173203999657e-10,3.8141909962921167e-10,2.492857543825611e-10,2.5077504363653373e-10,imidazolium,2
867,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1.318,0.026,0.02141,0.00072,1673.43,0.44,CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.860572743594244e-10,3.3250739096038247e-10,3.0475493275823737e-10,3.748438817496786e-10,3.0396398919155673e-10,3.8007091425560456e-10,2.4932148002817486e-10,2.5472541201059905e-10,imidazolium,2
868,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1.658,0.033,0.01629,0.00055,1661.79,0.43,CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.860572743594244e-10,3.3250739096038247e-10,3.047757799794266e-10,3.742678452690931e-10,3.040879633698833e-10,3.819565872997024e-10,2.4946739827116503e-10,2.4564033824984806e-10,imidazolium,2
869,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.028,0.041,0.01278,0.00043,1650.23,0.43,CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.860572743594244e-10,3.3250739096038247e-10,3.048521465715702e-10,3.7343489823282223e-10,3.040879633698833e-10,3.8004006219711855e-10,2.4941854945014436e-10,2.519939447416236e-10,imidazolium,2
870,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.429,0.049,0.01023,0.00034,1638.73,0.42,CCn1cc[n+](C)c1,FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,2.860572743594244e-10,3.3250739096038247e-10,3.0466196959846006e-10,3.7446485096323545e-10,3.0410173203999657e-10,3.8231842919374237e-10,2.4942977909252206e-10,2.5017289593939443e-10,imidazolium,2
871,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.04134,0.00083,1.1126,0.067,1259.1,1.6,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0463025017714547e-10,2.4305214628252327e-10,3.039433169941867e-10,2.532950098016837e-10,2.4943066994416755e-10,2.119179728377144e-10,imidazolium,2
872,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.0656,0.0013,0.749,0.039,1252.8,1.1,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0477311111630115e-10,2.4307786546569137e-10,3.0419119802045736e-10,2.535032138724845e-10,2.4961407919305725e-10,2.1185537468547528e-10,imidazolium,2
873,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.0988,0.002,0.476,0.023,1249.3,1.1,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.047336068837383e-10,2.431213220103172e-10,3.040948478607929e-10,2.5328508678162357e-10,2.493272544247625e-10,2.1195326420871263e-10,imidazolium,2
874,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.142,0.0028,0.317,0.015,1249.2,1.0,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0476643957890767e-10,2.4304606697648097e-10,3.040604222884812e-10,2.533644491828007e-10,2.496144702646402e-10,2.1184047421794743e-10,imidazolium,2
875,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.1972,0.004,0.2197,0.0097,1245.7,1.0,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.048129443506825e-10,2.4309427225564443e-10,3.042118365440312e-10,2.53165949846464e-10,2.4936155746301444e-10,2.12056115224786e-10,imidazolium,2
876,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.2594,0.0052,0.1491,0.0059,1239.96,0.43,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.047476613716423e-10,2.429424088556521e-10,3.041774374487377e-10,2.5328508678162357e-10,2.4957444850643107e-10,2.1197915630059656e-10,imidazolium,2
877,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.3402,0.0068,0.1111,0.0036,1238.8,1.0,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0473978899456245e-10,2.430393141331174e-10,3.0419119802045736e-10,2.5315601670603526e-10,2.4936352884753486e-10,2.118233201651764e-10,imidazolium,2
878,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.4351,0.0087,0.085,0.0022,1233.22,0.42,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0480903619698525e-10,2.4294416331102435e-10,3.040879633698833e-10,2.5320567461564677e-10,2.493745111076612e-10,2.1211544626123264e-10,imidazolium,2
879,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.553,0.011,0.0726,0.0013,1232.0,1.0,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0469623573060647e-10,2.429974057495369e-10,3.0443180676573244e-10,2.5323546001465297e-10,2.4943709459487227e-10,2.1223790253136687e-10,imidazolium,2
880,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.821,0.016,0.04654,0.00059,1222.9,1.1,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.04739725722388e-10,2.4294117868555016e-10,3.044524126820513e-10,2.5312621260678345e-10,2.494804147646089e-10,2.1207593689771726e-10,imidazolium,2
881,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1.151,0.023,0.03181,0.00038,1216.4,1.1,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0476383382144776e-10,2.4302091363433587e-10,3.0414991256962183e-10,2.532553130553845e-10,2.4937492199589447e-10,2.1175363959332888e-10,imidazolium,2
882,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1.546,0.031,0.0229,0.00027,1209.8,1.1,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0478914876384126e-10,2.431863317404819e-10,3.039226419844641e-10,2.53225532326858e-10,2.491287219220016e-10,2.1172248957303767e-10,imidazolium,2
883,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1.994,0.04,0.01719,0.00019,1203.2,1.1,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0460561095089636e-10,2.431565914293944e-10,3.0399843660676447e-10,2.5330493204432176e-10,2.493775144379512e-10,2.1209187027324e-10,imidazolium,2
884,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.263,0.026,0.16,0.007,1247.0,13.0,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0479398625109197e-10,2.4293202189413515e-10,3.0430811264765373e-10,2.5339419726915873e-10,2.4960695953484784e-10,2.1177827988854587e-10,imidazolium,2
885,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.97,0.1,0.0382,0.00047,1219.84,0.41,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.047008811456166e-10,2.429702248562109e-10,3.041774374487377e-10,2.5349330714638605e-10,2.495540850855089e-10,2.1244936480976926e-10,imidazolium,2
886,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1.77,0.18,0.01975,0.00023,1206.63,0.4,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0473828696704117e-10,2.4295760108717337e-10,3.0443180676573244e-10,2.5327516298398843e-10,2.4939413995219634e-10,2.1231665812536648e-10,imidazolium,2
887,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.201,0.01,0.2331,0.0067,1245.1,0.4,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0469292131349647e-10,2.4291055098134724e-10,3.040948478607929e-10,2.53165949846464e-10,2.493452387714062e-10,2.1217872647562783e-10,imidazolium,2
888,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.351,0.018,0.1233,0.0029,1238.3,0.4,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0470111990530097e-10,2.431115594305716e-10,3.041774374487377e-10,2.5315601670603526e-10,2.4955183784955794e-10,2.123413701203336e-10,imidazolium,2
889,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.558,0.028,0.0728,0.0015,1231.6,0.4,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0473844351259647e-10,2.4311350588630847e-10,3.041292656404585e-10,2.532156038605735e-10,2.4931013925515823e-10,2.1187819971720527e-10,imidazolium,2
890,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.826,0.041,0.04666,0.00096,1225.0,0.4,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.047920040630008e-10,2.4298454806161807e-10,3.0406730802656686e-10,2.5341402544696725e-10,2.4929209507000926e-10,2.1176139310022267e-10,imidazolium,2
891,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1.156,0.058,0.03325,0.00065,1218.4,0.4,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0475405678874403e-10,2.4296310885762155e-10,3.0416367563188637e-10,2.532156038605735e-10,2.494851309737207e-10,2.1208232291522816e-10,imidazolium,2
892,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],1.549,0.077,0.02298,0.00045,1211.87,0.61,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0467245400814047e-10,2.4311602458678447e-10,3.041774374487377e-10,2.5326523840862624e-10,2.493781214767937e-10,2.1192299850299888e-10,imidazolium,2
893,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],2.002,0.1,0.01717,0.00034,1205.26,0.61,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0468786209881487e-10,2.4301369961779945e-10,3.0403976320278846e-10,2.5327516298398843e-10,2.4948438118824285e-10,2.1215928771176656e-10,imidazolium,2
894,1-ethyl-3-methylimidazolium methanesulfonate,CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.4496,1e-05,0.1668,0.0043,1241.7,0.4,CC[n+]1ccn(C)c1,CS(=O)(=O)[O-],2.860572743594244e-10,2.3840640878524525e-10,3.0470936502663707e-10,2.4302798569986837e-10,3.040053251530633e-10,2.5330493204432176e-10,2.4948711139371613e-10,2.1191954946520224e-10,imidazolium,2
895,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0216,0.0022,0.15,0.016,1055.0,11.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.871808755583483e-10,3.004526117135466e-10,5.044658239261344e-10,3.2284885468141764e-10,5.152163804199307e-10,3.3392502304932166e-10,2.7094484121330056e-10,2.2711030005733155e-10,phosphonium,14
896,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0473,0.0047,0.063,0.0065,1042.0,11.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.871808755583483e-10,3.004526117135466e-10,5.044695775638953e-10,3.2298596872364116e-10,5.152763305699258e-10,3.3355350593415084e-10,2.7124603198609737e-10,2.307643679272116e-10,phosphonium,14
897,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0913,0.0091,0.0311,0.0032,1026.0,11.0,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,4.871808755583483e-10,3.004526117135466e-10,5.04168448685752e-10,3.229723662996816e-10,5.151995918775907e-10,3.3337030079971837e-10,2.7226695531891976e-10,2.3049918168139982e-10,phosphonium,14
944,3-butyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,CCCCn1cc[nH+]c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0806,0.0045,0.068,0.0016,1471.9,3.5,CCCCn1cc[nH+]c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2.9915112987677585e-10,3.004526117135466e-10,3.1518685549931633e-10,3.2303042130618005e-10,3.1788921194321856e-10,3.3377080097127446e-10,2.538519504083567e-10,2.3440247950075594e-10,imidazolium,4
945,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.433,0.017,0.0998,0.0026,1399.0,1.1,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.04700763433263e-10,2.6304425909688225e-10,3.0413614826166217e-10,2.730737904219435e-10,2.495833589221005e-10,2.1362408745430837e-10,imidazolium,2
946,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.534,0.021,0.0789,0.0015,1394.8,1.1,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.0473073336831837e-10,2.6320844390548114e-10,3.0395020803907967e-10,2.732444295905282e-10,2.4954831250463176e-10,2.1390584455376846e-10,imidazolium,2
947,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.647,0.026,0.06766,0.00045,1392.47,0.57,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.0476626145307076e-10,2.6294331442627736e-10,3.0443867571444337e-10,2.7333819035920237e-10,2.4945262286340236e-10,2.1363485103290008e-10,imidazolium,2
948,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.772,0.031,0.05187,0.00049,1382.9,0.3,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.0470259316526576e-10,2.629207064228749e-10,3.0422559400415366e-10,2.7350849987730617e-10,2.4943801053605336e-10,2.1349189490289726e-10,imidazolium,2
949,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.86,0.02,0.04512,0.00028,1384.05,0.56,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.047611628571232e-10,2.630921618186643e-10,3.0407419345280565e-10,2.731250045623832e-10,2.4958582517643243e-10,2.1367098267504264e-10,imidazolium,2
950,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1.061,0.042,0.03598,0.00043,1381.1,0.6,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.0468865434579073e-10,2.6306527469480023e-10,3.0441806793832176e-10,2.7344040152713166e-10,2.495986379510153e-10,2.1369507198930747e-10,imidazolium,2
951,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1.419,0.057,0.02609,0.0003,1372.7,0.6,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.0474654452841965e-10,2.6315720058811765e-10,3.0395020803907967e-10,2.734659423830178e-10,2.4950458246749347e-10,2.1366081042144607e-10,imidazolium,2
952,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1.742,0.07,0.01962,0.00022,1361.4,1.1,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.0474577882335256e-10,2.6311294280547487e-10,3.0393642563681005e-10,2.7336375031730533e-10,2.4946352070932594e-10,2.1332576038243164e-10,imidazolium,2
953,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,2.189,0.088,0.01521,0.00017,1353.1,1.1,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.0473400041017806e-10,2.6317210817765517e-10,3.0419119802045736e-10,2.732359026930475e-10,2.495498645346985e-10,2.1398607587856496e-10,imidazolium,2
954,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,2.595,0.1,0.0121,0.00013,1345.0,1.1,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.0475289617329245e-10,2.63152371002588e-10,3.0407419345280565e-10,2.7332966931080366e-10,2.493097068620687e-10,2.1345071952528808e-10,imidazolium,2
955,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,3.287,0.13,0.00984,0.00011,1336.9,1.1,CC[n+]1ccn(C)c1,O=S(=O)([O-])C(F)(F)F,2.860572743594244e-10,2.4558079066853957e-10,3.047723207608648e-10,2.6310337033611395e-10,3.0399843660676447e-10,2.730396369864773e-10,2.4949815194026074e-10,2.1332233649892187e-10,imidazolium,2
