anion_sigma_moment_2,anion_sigma_moment_1,Pressure (kPa),cation_sigma_moment_1,cation_WANS,anion_sigma_moment_hb_donor,cation_sigma_moment_0,cation_sigma_moment_3,cation_sigma_moment_hb_acceptor,anion_sigma_moment_0,Temperature (K),anion_sigma_moment_3,anion_WAPS,cation_sigma_moment_hb_donor,anion_sigma_moment_hb_acceptor,cation_sigma_moment_2
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,298.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,323.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,348.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,293.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,303.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,308.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,313.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,318.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,298.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,303.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,308.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,313.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,318.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,323.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,328.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,333.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,338.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,343.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,348.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,353.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,293.0,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,303.0,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,313.0,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,323.0,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,333.0,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,343.0,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,353.0,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,283.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,293.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,363.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,373.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,283.0,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,288.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,298.1,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,298.0,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,278.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,283.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,293.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,298.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,303.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,308.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,313.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,318.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,323.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,333.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,338.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,343.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,353.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,328.15,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,283.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,288.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,293.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,298.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,303.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,313.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,323.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,333.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,343.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,348.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,353.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,100.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,308.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,278.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,288.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,298.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,308.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,318.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,328.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,338.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,348.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.0,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,358.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
8.827858615734429e-06,0.0010015943785735,101.325,-0.0010011319930793,-0.0223788209456135,0.0,0.2521148638841223,-7.276694258253418e-08,0.0,0.2202295759054979,263.15,8.38703709168742e-08,0.024208942524927,0.0877421267395991,0.1283879761122806,8.237064984815847e-06
