anion_S3,cation_S5,anion_S2,cation_S6,anion_S4,cation_S2,cation_S8,cation_S3,Temperature (K),anion_S6,cation_S7,Pressure (kPa),cation_S4,anion_S5,anion_S7,anion_S1,anion_S8,cation_S1,anion_sigma_moment_2,anion_sigma_moment_1,cation_sigma_moment_1,cation_WANS,anion_sigma_moment_hb_donor,cation_sigma_moment_0,cation_sigma_moment_3,cation_sigma_moment_hb_acceptor,anion_sigma_moment_0,anion_sigma_moment_3,anion_WAPS,cation_sigma_moment_hb_donor,anion_sigma_moment_hb_acceptor,cation_sigma_moment_2
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,348.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,358.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,278.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,303.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,313.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,323.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,333.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,343.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,353.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,293.0,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,303.0,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,313.0,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,323.0,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,343.0,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,353.0,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,293.15,0.0835683056691341,0.0,101.325,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0117716362320399,0.0,0.0,0.0,0.0,0.0,0.0346322205376697,298.15,0.0835683056691341,0.0,101.0,0.1004096050952838,0.0051774077009872,0.0,0.0,0.0,0.0,1.1071736894584104e-05,0.0010001897633883,-0.0010007184032061,-0.0397871189037131,0.0,0.1686775636239859,-7.766489687314167e-08,0.0,0.0917051278470689,1.239599085178641e-07,0.1189310256070271,0.0952259656359705,0.2257904045323147,8.267590570733186e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,283.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,298.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,323.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,348.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,293.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,303.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,308.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,313.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,318.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,298.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,303.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,308.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,313.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,318.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,323.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,328.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,333.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,338.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,343.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,348.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,353.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,293.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,303.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,313.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,323.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,333.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,343.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,353.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,283.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,293.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,363.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,373.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0,8.827858615734429e-06,0.0010015943785735,-0.0010003719807595,-0.0293706338409731,0.0,0.2079895592627229,-7.434118828972506e-08,0.0,0.2202295759054979,8.38703709168742e-08,0.024208942524927,0.0898967744959981,0.1283879761122806,8.18134832100536e-06
