anion_S3,cation_S5,anion_S2,cation_S6,anion_S4,cation_S2,cation_S8,cation_S3,Temperature (K),anion_S6,cation_S7,Pressure (kPa),cation_S4,anion_S5,anion_S7,anion_S1,anion_S8,cation_S1
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,303.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,308.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,313.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,318.15,0.0588753149395163,0.0,100.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,298.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,303.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,308.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,313.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,318.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,323.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,328.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,333.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,338.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,343.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,348.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,353.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,293.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,303.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,313.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,323.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,333.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,343.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,353.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,283.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,293.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,363.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,373.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,283.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,288.15,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,298.1,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,298.0,0.0588753149395163,0.0,101.325,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,278.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,283.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,293.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,298.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,303.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,308.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,313.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,318.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,323.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,333.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,338.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,343.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,353.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.015349213278988,0.0,0.0,0.032918192396258,328.15,0.0588753149395163,0.0,101.0,0.1216929436302053,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,283.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,288.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,293.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,298.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,303.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,313.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,323.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,333.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,343.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,348.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,353.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,308.15,0.0588753149395163,0.0,100.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,278.15,0.0588753149395163,0.0,101.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,288.15,0.0588753149395163,0.0,101.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,298.15,0.0588753149395163,0.0,101.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,308.15,0.0588753149395163,0.0,101.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,318.15,0.0588753149395163,0.0,101.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,328.15,0.0588753149395163,0.0,101.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,338.15,0.0588753149395163,0.0,101.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,348.15,0.0588753149395163,0.0,101.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,358.15,0.0588753149395163,0.0,101.0,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,263.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,273.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,283.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,293.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,303.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,313.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,323.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,333.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,343.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,353.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,363.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,373.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,283.0,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,298.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,298.1,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,278.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,288.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0459758488050939,0.0,0.0,0.015349213278988,3.3399050680600057e-06,0.0,0.0320835195131763,308.15,0.0588753149395163,0.0,101.325,0.1425702752197143,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.0079844607336015,0.0,0.0,0.032918192396258,333.15,0.0480144643390549,0.0,101.325,0.1216929436302053,0.0502555361515442,0.0064029625506422,0.0,0.0,0.0
0.0,0.0278056147194438,0.0,0.0,0.0079844607336015,0.0,0.0,0.032918192396258,298.1,0.0480144643390549,0.0,101.325,0.1216929436302053,0.0502555361515442,0.0064029625506422,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,283.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,323.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,300.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,306.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,312.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,318.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,324.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,330.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,336.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,348.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,361.15,0.0588753149395163,0.0,100.0,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,298.1,0.0588753149395163,0.0,101.325,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,308.1,0.0588753149395163,0.0,101.325,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,318.1,0.0588753149395163,0.0,101.325,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,328.1,0.0588753149395163,0.0,101.325,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
0.0,0.0525209947134648,0.0,0.0,0.015349213278988,0.0,0.0,0.0106151852978618,338.1,0.0588753149395163,0.0,101.325,0.1893924795836854,0.131228919064341,0.0,0.0,0.0,0.0
