,Cation S_5,Longest Alkyl Chain (Cation)
348,0.0052914074038871,2
349,0.0052914074038871,2
350,0.0052914074038871,2
351,0.0052914074038871,2
352,0.0052914074038871,2
353,0.0052914074038871,2
354,0.0052914074038871,2
355,0.0052914074038871,2
356,0.0052914074038871,2
357,0.0052914074038871,2
358,0.0052914074038871,2
359,0.0052914074038871,2
360,0.0052914074038871,2
361,0.0052914074038871,2
362,0.0052914074038871,2
363,0.0052914074038871,2
364,0.0052914074038871,2
365,0.0052914074038871,2
366,0.0052914074038871,2
367,0.0052914074038871,2
368,0.0052914074038871,2
369,0.0052914074038871,2
370,0.0052914074038871,2
371,0.0381880410296112,6
372,0.0381880410296112,6
373,0.0381880410296112,6
374,0.0381880410296112,6
375,0.0381880410296112,6
376,0.0381880410296112,6
377,0.0381880410296112,6
378,0.0381880410296112,6
379,0.0381880410296112,6
380,0.0381880410296112,6
381,0.0381880410296112,6
382,0.0381880410296112,6
383,0.0210962045181288,4
384,0.0210962045181288,4
385,0.0210962045181288,4
386,0.0210962045181288,4
387,0.0210962045181288,4
388,0.0210962045181288,4
389,0.0210962045181288,4
390,0.0210962045181288,4
391,0.0210962045181288,4
392,0.0210962045181288,4
393,0.0210962045181288,4
394,0.0210962045181288,4
395,0.0210962045181288,4
396,0.0210962045181288,4
397,0.0210962045181288,4
398,0.0210962045181288,4
399,0.0210962045181288,4
400,0.0210962045181288,4
401,0.0210962045181288,4
402,0.0210962045181288,4
403,0.0210962045181288,4
404,0.0140877168271249,3
405,0.0140877168271249,3
406,0.0140877168271249,3
407,0.0140877168271249,3
408,0.0140877168271249,3
409,0.0140877168271249,3
410,0.0140877168271249,3
411,0.0140877168271249,3
412,0.0140877168271249,3
413,0.0140877168271249,3
414,0.0140877168271249,3
415,0.0140877168271249,3
416,0.0140877168271249,3
417,0.0140877168271249,3
418,0.0140877168271249,3
419,0.0140877168271249,3
420,0.0140877168271249,3
421,0.0140877168271249,3
422,0.0140877168271249,3
423,0.0140877168271249,3
424,0.0140877168271249,3
425,0.0140877168271249,3
426,0.0140877168271249,3
427,0.0140877168271249,3
428,0.0117716362320399,2
429,0.0117716362320399,2
430,0.0117716362320399,2
431,0.0117716362320399,2
432,0.0117716362320399,2
433,0.0117716362320399,2
434,0.0117716362320399,2
435,0.0117716362320399,2
436,0.0117716362320399,2
437,0.0117716362320399,2
438,0.0117716362320399,2
439,0.0117716362320399,2
440,0.0117716362320399,2
441,0.0117716362320399,2
442,0.0117716362320399,2
443,0.0117716362320399,2
444,0.0117716362320399,2
445,0.0117716362320399,2
446,0.0117716362320399,2
447,0.0117716362320399,2
448,0.0117716362320399,2
449,0.0117716362320399,2
450,0.0117716362320399,2
451,0.0117716362320399,2
452,0.0117716362320399,2
453,0.0117716362320399,2
454,0.0117716362320399,2
455,0.0117716362320399,2
456,0.0117716362320399,2
457,0.0117716362320399,2
458,0.0117716362320399,2
459,0.0117716362320399,2
460,0.0117716362320399,2
461,0.0117716362320399,2
462,0.0117716362320399,2
463,0.0117716362320399,2
464,0.0117716362320399,2
465,0.0117716362320399,2
466,0.0117716362320399,2
467,0.0459758488050939,6
468,0.0459758488050939,6
469,0.0459758488050939,6
470,0.0459758488050939,6
471,0.0459758488050939,6
472,0.0459758488050939,6
473,0.0459758488050939,6
474,0.0459758488050939,6
475,0.0459758488050939,6
476,0.0459758488050939,6
477,0.0459758488050939,6
478,0.0459758488050939,6
479,0.0459758488050939,6
480,0.0459758488050939,6
481,0.0459758488050939,6
482,0.0117716362320399,2
483,0.0037410466022508,2
484,0.0037410466022508,2
485,0.0037410466022508,2
486,0.0037410466022508,2
487,0.0037410466022508,2
488,0.0037410466022508,2
489,0.0037410466022508,2
490,0.0037410466022508,2
491,0.0037410466022508,2
492,0.0037410466022508,2
493,0.0037410466022508,2
494,0.0117716362320399,2
495,0.0117716362320399,2
496,0.0117716362320399,2
497,0.0117716362320399,2
498,0.0117716362320399,2
499,0.0117716362320399,2
500,0.0117716362320399,2
501,0.0117716362320399,2
502,0.0117716362320399,2
503,0.0117716362320399,2
504,0.0117716362320399,2
505,0.0117716362320399,2
506,0.0117716362320399,2
507,0.0117716362320399,2
508,0.0117716362320399,2
509,0.0117716362320399,2
510,0.0117716362320399,2
511,0.0117716362320399,2
512,0.0117716362320399,2
513,0.0117716362320399,2
514,0.0117716362320399,2
515,0.0117716362320399,2
516,0.0117716362320399,2
517,0.0117716362320399,2
518,0.0117716362320399,2
519,0.0117716362320399,2
520,0.0117716362320399,2
521,0.0117716362320399,2
522,0.0117716362320399,2
523,0.0117716362320399,2
524,0.0117716362320399,2
525,0.0117716362320399,2
526,0.0117716362320399,2
527,0.2416838529653924,14
528,0.2416838529653924,14
529,0.2416838529653924,14
530,0.0271147170305473,4
531,0.0117716362320399,2
532,0.0117716362320399,2
533,0.0117716362320399,2
534,0.0117716362320399,2
535,0.0117716362320399,2
536,0.0117716362320399,2
537,0.0117716362320399,2
538,0.0117716362320399,2
539,0.0117716362320399,2
540,0.0117716362320399,2
541,0.0117716362320399,2
542,0.0117716362320399,2
543,0.0117716362320399,2
544,0.0117716362320399,2
545,0.0117716362320399,2
546,0.0117716362320399,2
547,0.0117716362320399,2
548,0.0117716362320399,2
549,0.0410541412505525,6
550,0.0410541412505525,6
551,0.0410541412505525,6
552,0.0410541412505525,6
553,0.0410541412505525,6
554,0.0410541412505525,6
555,0.0410541412505525,6
556,0.0410541412505525,6
557,0.0410541412505525,6
558,0.0105285924462602,2
559,0.0105285924462602,2
560,0.0105285924462602,2
561,0.0105285924462602,2
562,0.0105285924462602,2
563,0.0105285924462602,2
564,0.0105285924462602,2
565,0.0105285924462602,2
566,0.0105285924462602,2
567,0.0105285924462602,2
568,0.0105285924462602,2
569,0.0105285924462602,2
570,0.0105285924462602,2
571,0.0105285924462602,2
572,0.0105285924462602,2
573,0.0105285924462602,2
574,0.0191947689107065,3
575,0.0140877168271249,3
576,0.0140877168271249,3
577,0.0200364838794908,2
578,0.0200364838794908,2
579,0.0200364838794908,2
580,0.0200364838794908,2
581,0.0200364838794908,2
582,0.0200364838794908,2
583,0.0200364838794908,2
584,0.0200364838794908,2
585,0.0200364838794908,2
586,0.0200364838794908,2
587,0.0200364838794908,2
588,0.0200364838794908,2
589,0.0200364838794908,2
590,0.0200364838794908,2
591,0.0200364838794908,2
592,0.012950694562692,2
593,0.012950694562692,2
594,0.012950694562692,2
595,0.012950694562692,2
596,0.012950694562692,2
597,0.012950694562692,2
598,0.012950694562692,2
599,0.012950694562692,2
600,0.012950694562692,2
601,0.012950694562692,2
602,0.012950694562692,2
603,0.012950694562692,2
604,0.012950694562692,2
605,0.012950694562692,2
606,0.012950694562692,2
607,0.012950694562692,2
608,0.012950694562692,2
609,0.012950694562692,2
610,0.012950694562692,2
611,0.012950694562692,2
612,0.012950694562692,2
613,0.012950694562692,2
614,0.012950694562692,2
615,0.012950694562692,2
616,0.012950694562692,2
617,0.012950694562692,2
618,0.012950694562692,2
619,0.012950694562692,2
620,0.0186528847854063,2
621,0.0186528847854063,2
622,0.0186528847854063,2
623,0.0186528847854063,2
624,0.0186528847854063,2
625,0.0186528847854063,2
626,0.0186528847854063,2
627,0.0186528847854063,2
628,0.0186528847854063,2
629,0.0186528847854063,2
630,0.0186528847854063,2
631,0.0186528847854063,2
632,0.0186528847854063,2
633,0.0186528847854063,2
634,0.0186528847854063,2
635,0.0186528847854063,2
636,0.0186528847854063,2
637,0.0186528847854063,2
638,0.0186528847854063,2
639,0.0186528847854063,2
640,0.0186528847854063,2
641,0.0186528847854063,2
642,0.0314644732806209,4
643,0.0314644732806209,4
644,0.0314644732806209,4
645,0.0314644732806209,4
646,0.0314644732806209,4
647,0.0314644732806209,4
648,0.0314644732806209,4
649,0.0314644732806209,4
650,0.131519786248011,8
651,0.0263058302282725,4
652,0.0263058302282725,4
653,0.0263058302282725,4
654,0.0263058302282725,4
655,0.0263058302282725,4
656,0.0263058302282725,4
657,0.0263058302282725,4
658,0.0263058302282725,4
659,0.0263058302282725,4
660,0.0263058302282725,4
661,0.0156192350603586,3
662,0.0156192350603586,3
663,0.0156192350603586,3
664,0.0156192350603586,3
665,0.0156192350603586,3
666,0.0156192350603586,3
667,0.0156192350603586,3
668,0.0156192350603586,3
669,0.0156192350603586,3
670,0.0117716362320399,2
671,0.0117716362320399,2
672,0.0117716362320399,2
673,0.0117716362320399,2
674,0.0117716362320399,2
675,0.0117716362320399,2
676,0.0117716362320399,2
677,0.0117716362320399,2
678,0.0117716362320399,2
679,0.0117716362320399,2
680,0.0117716362320399,2
681,0.0117716362320399,2
682,0.0117716362320399,2
683,0.0117716362320399,2
684,0.0117716362320399,2
685,0.0117716362320399,2
686,0.0117716362320399,2
687,0.0117716362320399,2
688,0.0117716362320399,2
689,0.0117716362320399,2
690,0.0117716362320399,2
691,0.0117716362320399,2
692,0.0117716362320399,2
693,0.0117716362320399,2
694,0.0117716362320399,2
695,0.0117716362320399,2
696,0.0117716362320399,2
697,0.0117716362320399,2
698,0.0117716362320399,2
699,0.0117716362320399,2
700,0.0117716362320399,2
701,0.0117716362320399,2
702,0.0441530185746882,6
703,0.0441530185746882,6
704,0.0441530185746882,6
705,0.0441530185746882,6
706,0.0441530185746882,6
707,0.0441530185746882,6
708,0.0441530185746882,6
709,0.0441530185746882,6
710,0.0441530185746882,6
711,0.0441530185746882,6
712,0.0441530185746882,6
713,0.0441530185746882,6
714,0.0441530185746882,6
715,0.0593512602140614,7
716,0.0593512602140614,7
717,0.0593512602140614,7
718,0.0593512602140614,7
719,0.0593512602140614,7
720,0.0593512602140614,7
721,0.0593512602140614,7
722,0.0593512602140614,7
723,0.0593512602140614,7
724,0.0593512602140614,7
725,0.0593512602140614,7
726,0.0593512602140614,7
727,0.0593512602140614,7
728,0.0593512602140614,7
729,0.0593512602140614,7
730,0.0593512602140614,7
731,0.0593512602140614,7
732,0.0593512602140614,7
733,0.0593512602140614,7
734,0.0593512602140614,7
735,0.0593512602140614,7
736,0.0593512602140614,7
737,0.0593512602140614,7
738,0.0593512602140614,7
739,0.0593512602140614,7
740,0.0593512602140614,7
741,0.0047001249074542,1
742,0.0047001249074542,1
743,0.0238208624015177,4
744,0.0238208624015177,4
745,0.0238208624015177,4
746,0.0238208624015177,4
747,0.0238208624015177,4
748,0.0238208624015177,4
749,0.0238208624015177,4
750,0.0238208624015177,4
751,0.0238208624015177,4
752,0.0238208624015177,4
753,0.0238208624015177,4
754,0.0238208624015177,4
755,0.0238208624015177,4
756,0.0092400313324918,2
757,0.0092400313324918,2
758,0.0092400313324918,2
759,0.0092400313324918,2
760,0.0092400313324918,2
761,0.0092400313324918,2
762,0.0092400313324918,2
763,0.0092400313324918,2
764,0.0092400313324918,2
765,0.0092400313324918,2
766,0.0092400313324918,2
767,0.0092400313324918,2
768,0.0092400313324918,2
769,0.0232795070102204,4
770,0.0232795070102204,4
771,0.0232795070102204,4
772,0.0232795070102204,4
773,0.0232795070102204,4
774,0.0232795070102204,4
775,0.0232795070102204,4
776,0.0232795070102204,4
777,0.0232795070102204,4
778,0.0625253787892542,8
779,0.0625253787892542,8
780,0.0625253787892542,8
781,0.0625253787892542,8
782,0.0625253787892542,8
783,0.0625253787892542,8
784,0.0625253787892542,8
785,0.0625253787892542,8
786,0.0625253787892542,8
787,0.0625253787892542,8
788,0.0625253787892542,8
789,0.0625253787892542,8
790,0.0625253787892542,8
791,0.0055126564706318,2
792,0.0055126564706318,2
793,0.0055126564706318,2
794,0.0055126564706318,2
795,0.0055126564706318,2
796,0.0055126564706318,2
797,0.0055126564706318,2
798,0.0055126564706318,2
799,0.0055126564706318,2
800,0.0055126564706318,2
801,0.0055126564706318,2
802,0.0055126564706318,2
803,0.0055126564706318,2
804,0.0102796911760296,2
805,0.0102796911760296,2
806,0.0102796911760296,2
807,0.0102796911760296,2
808,0.0102796911760296,2
809,0.0102796911760296,2
810,0.0102796911760296,2
811,0.0102796911760296,2
812,0.0102796911760296,2
813,0.0102796911760296,2
814,0.0102796911760296,2
815,0.0102796911760296,2
816,0.0102796911760296,2
817,0.0632814906476942,8
818,0.0632814906476942,8
819,0.0632814906476942,8
820,0.0632814906476942,8
821,0.0632814906476942,8
822,0.0632814906476942,8
823,0.0632814906476942,8
824,0.0632814906476942,8
825,0.0632814906476942,8
826,0.0632814906476942,8
827,0.0632814906476942,8
828,0.0632814906476942,8
829,0.0632814906476942,8
830,0.0279034674622187,4
831,0.0279034674622187,4
832,0.0279034674622187,4
833,0.0279034674622187,4
834,0.0279034674622187,4
835,0.0279034674622187,4
836,0.0279034674622187,4
837,0.0279034674622187,4
838,0.0279034674622187,4
839,0.0279034674622187,4
840,0.0279034674622187,4
841,0.0279034674622187,4
842,0.0279034674622187,4
843,0.0263058302282725,4
844,0.0263058302282725,4
845,0.0263058302282725,4
846,0.0263058302282725,4
847,0.0263058302282725,4
848,0.0263058302282725,4
849,0.0263058302282725,4
850,0.0263058302282725,4
851,0.0263058302282725,4
852,0.0263058302282725,4
853,0.0263058302282725,4
854,0.0409589192878983,6
855,0.0409589192878983,6
856,0.0409589192878983,6
857,0.0409589192878983,6
858,0.0409589192878983,6
859,0.0409589192878983,6
860,0.0409589192878983,6
861,0.0409589192878983,6
862,0.0409589192878983,6
863,0.0409589192878983,6
864,0.044033468524255,6
865,0.044033468524255,6
866,0.044033468524255,6
867,0.044033468524255,6
868,0.044033468524255,6
869,0.044033468524255,6
870,0.044033468524255,6
871,0.044033468524255,6
872,0.044033468524255,6
873,0.044033468524255,6
874,0.044033468524255,6
875,0.044033468524255,6
876,0.044033468524255,6
877,0.0599332018852042,8
878,0.0599332018852042,8
879,0.0599332018852042,8
880,0.0599332018852042,8
881,0.0599332018852042,8
882,0.0599332018852042,8
883,0.0599332018852042,8
884,0.0599332018852042,8
885,0.0599332018852042,8
886,0.0599332018852042,8
887,0.0599332018852042,8
888,0.0599332018852042,8
889,0.0599332018852042,8
890,0.0459758488050939,6
891,0.0459758488050939,6
892,0.0459758488050939,6
893,0.0459758488050939,6
894,0.0459758488050939,6
895,0.0459758488050939,6
896,0.0459758488050939,6
897,0.0459758488050939,6
898,0.0459758488050939,6
899,0.0459758488050939,6
900,0.0459758488050939,6
901,0.0459758488050939,6
902,0.0459758488050939,6
903,0.0191947689107065,3
904,0.0191947689107065,3
905,0.0191947689107065,3
906,0.0191947689107065,3
907,0.0191947689107065,3
908,0.0191947689107065,3
909,0.0191947689107065,3
910,0.0191947689107065,3
911,0.0191947689107065,3
912,0.0191947689107065,3
913,0.0191947689107065,3
914,0.0191947689107065,3
915,0.0191947689107065,3
916,0.0367906873287528,5
917,0.0367906873287528,5
918,0.0367906873287528,5
919,0.0367906873287528,5
920,0.0367906873287528,5
921,0.0367906873287528,5
922,0.0367906873287528,5
923,0.0367906873287528,5
924,0.0367906873287528,5
925,0.0367906873287528,5
926,0.0367906873287528,5
927,0.0367906873287528,5
928,0.0367906873287528,5
929,0.0201631852354009,3
930,0.0201631852354009,3
931,0.0201631852354009,3
932,0.0201631852354009,3
933,0.0201631852354009,3
934,0.0201631852354009,3
935,0.0201631852354009,3
936,0.0201631852354009,3
937,0.0201631852354009,3
938,0.0201631852354009,3
939,0.0201631852354009,3
940,0.0201631852354009,3
941,0.0201631852354009,3
942,0.0201631852354009,3
943,0.0201631852354009,3
944,0.0201631852354009,3
945,0.0201631852354009,3
946,0.0117716362320399,2
947,0.0117716362320399,2
948,0.0117716362320399,2
949,0.0117716362320399,2
950,0.0117716362320399,2
951,0.0117716362320399,2
952,0.0117716362320399,2
953,0.0117716362320399,2
954,0.0117716362320399,2
955,0.0839487781111524,10
956,0.0839487781111524,10
957,0.0839487781111524,10
958,0.0839487781111524,10
959,0.0839487781111524,10
960,0.0839487781111524,10
961,0.0839487781111524,10
962,0.0839487781111524,10
963,0.0839487781111524,10
964,0.0839487781111524,10
965,0.0839487781111524,10
966,0.0839487781111524,10
967,0.0125683069345776,2
968,0.0125683069345776,2
969,0.0125683069345776,2
970,0.0125683069345776,2
971,0.0125683069345776,2
972,0.0125683069345776,2
973,0.0125683069345776,2
974,0.0125683069345776,2
975,0.0125683069345776,2
976,0.0125683069345776,2
977,0.0125683069345776,2
978,0.0125683069345776,2
979,0.102303857850863,12
980,0.102303857850863,12
981,0.102303857850863,12
982,0.102303857850863,12
983,0.102303857850863,12
984,0.102303857850863,12
985,0.102303857850863,12
986,0.102303857850863,12
987,0.102303857850863,12
988,0.102303857850863,12
989,0.102303857850863,12
990,0.102303857850863,12
991,0.0296874911591067,4
992,0.0296874911591067,4
993,0.0296874911591067,4
994,0.0296874911591067,4
995,0.0296874911591067,4
996,0.0296874911591067,4
997,0.0296874911591067,4
998,0.0296874911591067,4
999,0.0296874911591067,4
1000,0.0296874911591067,4
1001,0.0296874911591067,4
1002,0.0296874911591067,4
1003,0.0441530185746882,6
1004,0.0441530185746882,6
1005,0.0441530185746882,6
1006,0.0441530185746882,6
1007,0.0441530185746882,6
1008,0.0441530185746882,6
1009,0.0441530185746882,6
1010,0.0441530185746882,6
1011,0.0441530185746882,6
1012,0.0441530185746882,6
1013,0.0441530185746882,6
1014,0.0441530185746882,6
1015,0.0189683234914107,2
1016,0.0189683234914107,2
1017,0.0189683234914107,2
1018,0.0189683234914107,2
1019,0.0189683234914107,2
1020,0.0189683234914107,2
1021,0.0189683234914107,2
1022,0.0189683234914107,2
1023,0.0189683234914107,2
1024,0.0189683234914107,2
1025,0.0189683234914107,2
1026,0.0189683234914107,2
1027,0.0189683234914107,2
1028,0.0189683234914107,2
1029,0.0189683234914107,2
1030,0.0189683234914107,2
1031,0.0189683234914107,2
1032,0.0189683234914107,2
1033,0.0189683234914107,2
1034,0.0189683234914107,2
1035,0.0189683234914107,2
1036,0.0189683234914107,2
1037,0.0189683234914107,2
1038,0.0189683234914107,2
1039,0.0189683234914107,2
1040,0.0189683234914107,2
1041,0.0189683234914107,2
1042,0.0189683234914107,2
1043,0.0189683234914107,2
1044,0.0189683234914107,2
1045,0.0189683234914107,2
1046,0.0189683234914107,2
1047,0.0189683234914107,2
1048,0.0189683234914107,2
1049,0.0189683234914107,2
1050,0.0189683234914107,2
1051,0.0189683234914107,2
1052,0.0189683234914107,2
1053,0.0189683234914107,2
1054,0.0189683234914107,2
1055,0.0189683234914107,2
1056,0.0189683234914107,2
1057,0.0189683234914107,2
1058,0.0189683234914107,2
1059,0.0189683234914107,2
1060,0.0189683234914107,2
1061,0.0189683234914107,2
1062,0.0232795070102204,4
1063,0.0232795070102204,4
1064,0.0232795070102204,4
1065,0.0232795070102204,4
1066,0.0232795070102204,4
