y,yhat
0.1976914623921085,0.4231077402382396
0.2733087942724229,0.4953645331955856
0.3678336218022968,0.5799610770767528
0.4820557501120314,0.6790047094292552
0.7810719598006729,0.9307234663186336
0.9673821752265864,1.0896690170865342
1.174816686399,1.275758707895129
1.455954731954,1.493628115739108
0.3958934971193961,0.5799610770767528
0.6783427560240964,0.7949626512023523
1.05231367492,1.0896690170865342
1.563093599959,1.493628115739108
2.203524046083,2.0473418195290307
2.955150799695,2.806326743466704
3.877678464204,3.8466804692672696
4.914668622459,5.272711264677375
0.7949619548872181,0.9263315281940842
0.9616516582914572,1.084527039826401
1.163058012742,1.2697386025580468
1.6545943871509998,1.7404526022871878
1.942291220338,2.0376807344521244
2.285245867346,2.3856684003349966
2.643714168797,2.7930841275226523
3.088824251968,3.2700768230503083
3.602835038626,3.828528587191321
4.161797870147001,4.48235070186168
0.2100594834437086,0.4231077402382396
0.8572827380654211,0.9307234663186336
1.312268193499,1.275758707895129
1.89937494041,1.7487044645042291
2.621304311598,2.3969793701995226
4.277996489899,4.503602495993621
0.5567607715430861,0.9321920681895852
0.6889420867526378,1.0913884214156664
1.031717129863,1.495984932908398
1.49981659322,2.0505723494720764
2.082984705882,2.810754886578061
0.6905722777222778,0.7937102444540748
0.2099888021047439,0.4231077402382396
0.6623637952995829,0.7949626512023523
1.571091161546,1.493628115739108
2.9813245398770003,2.806326743466704
4.930130011207001,5.272711264677375
0.0929681178648565,0.5034019600950601
0.1253977574866517,0.5893711063565528
0.1754717938368392,0.690021749105533
0.3072392659117532,0.9458247126188176
0.7579959041290936,1.7770776792993384
1.1210838149820002,2.435871025084958
0.0935190699685049,0.5034019600950601
0.1312828479615935,0.5893711063565528
0.1794624579608385,0.690021749105533
0.2413189376173521,0.8078611406352415
0.3174648228324919,0.9458247126188176
0.4119538373496809,1.107349199018328
0.5205317102707464,1.2964582466568726
0.650213622559653,1.5178626460511784
0.7955171224205597,1.7770776792993384
0.9689674828366206,2.0805605082117835
1.155912250113,2.435871025084958
0.0141290194825934,0.2045553474034739
0.0219974082024992,0.2394885617600072
0.0331511859175307,0.2803875427453269
0.0485387090015311,0.3282711021729099
0.0693294397283531,0.384332040812869
0.0974313212750425,0.4499668615898487
0.1326280455655004,0.5268105570922217
0.1813816635376704,0.6167773379649221
0.2390653696880373,0.7221083167482938
0.3096612483574245,0.8454273349886113
0.0724729095473317,0.384332040812869
0.2993205749014455,0.8454273349886113
2.480767937033,0.2733526200816262
1.436799638989,0.1706028037192103
1.7162488483049998,0.1997377267989456
2.006089161992,0.2338482055222984
2.324089969403,0.2737839470909998
2.661648897363,0.3205397685960856
3.027902003158,0.3752803783542568
3.404771769019,0.4393693893102593
3.810620165399,0.5144032872420506
2.403148181818,0.2334797944149013
1.7162488483049998,0.1997377267989456
2.006089161992,0.2338482055222984
2.324089969403,0.2737839470909998
2.661648897363,0.3205397685960856
3.027902003158,0.3752803783542568
3.404771769019,0.4393693893102593
3.810620165399,0.5144032872420506
2.017001486129,0.2327447125016987
0.3211043797432991,0.5953374907778531
0.2369299010915661,0.6590154946643725
0.286529664221943,0.7130707056433452
0.3385356075057158,0.7715597514223179
0.3983139316662036,0.8348463137014925
0.4625241783894191,0.9033239048773036
